MODULE,THREADS,SCRIPT,MODEL,EXEC_TIME,EXEC_TIME_STDEV,SPEEDUP,EFFICIENCY,EXEC_MEMORY,EXEC_MEMORY_STDEV,MODEL_TIME,MODEL_TIME_STDEV,MODEL_MEMORY,MODEL_MEMORY_STDEV
EvlModuleParallelContextAtoms,1,1Constraint,eclipseModel-0.5,412860,6636,0.972,0.972,174,58,3940,62,1240,24
EvlModuleParallelContextAtoms,1,findbugs,eclipseModel-0.2,58059,1800,0.947,0.947,4,5,2008,55,76,
EvlModuleParallelContextAtoms,1,findbugs,eclipseModel-0.5,475426,50259,0.987,0.987,417,348,4058,66,1267,54
EvlModuleParallelContextAtoms,1,findbugs,eclipseModel-2.0,6261381,258684,0.924,0.924,122,45,14641,286,655,3
EvlModuleParallelContextAtoms,1,findbugs,eclipseModel-all,20098084,345528,,,628,2,30310,40,1386,2
EvlModuleParallelContextAtoms,1,simple,eclipseModel-0.5,7932,62,0.865,0.865,98,0,4016,77,1242,15
EvlModuleParallelContextAtoms,1,simple,eclipseModel-3.0,46574,1613,0.919,0.919,148,67,23644,341,1083,3
EvlModuleParallelContextAtoms,2,isbn,dblp-all,191062,3780,1.718,0.859,3848,302,49322,942,7733,173
EvlModuleParallelContextAtoms,2,dangling,imdb-0.5,225432,34738,2.164,1.082,194,60,3062,42,852,24
EvlModuleParallelContextAtoms,2,dangling,imdb-2.0,5236765,33036,1.951,0.976,3661,1175,14801,92,2364,148
EvlModuleParallelContextAtoms,2,1Constraint,eclipseModel-0.5,308747,51952,1.3,0.65,247,114,3950,65,1250,19
EvlModuleParallelContextAtoms,2,findbugs,eclipseModel-0.5,315829,46129,1.485,0.743,930,886,4044,64,1225,17
EvlModuleParallelContextAtoms,2,findbugs,eclipseModel-2.0,3953476,212197,1.463,0.732,122,45,14342,241,655,2
EvlModuleParallelContextAtoms,2,simple,eclipseModel-0.5,5030,81,1.364,0.682,178,33,4046,89,1242,19
EvlModuleParallelContextAtoms,32,isbn,dblp-all,80835,33705,4.06,0.127,2551,950,51492,1540,4708,1352
EvlModuleParallelContextAtoms,32,dangling,imdb-0.5,29741,6958,16.403,0.513,429,156,3065,37,835,12
EvlModuleParallelContextAtoms,32,dangling,imdb-2.0,666356,182355,15.331,0.479,2999,1673,14916,154,2256,15
EvlModuleParallelContextAtoms,32,1Constraint,eclipseModel-0.5,97607,5346,4.113,0.129,840,518,4012,78,1254,27
EvlModuleParallelContextAtoms,32,1Constraint,eclipseModel-2.0,1118537,60432,5.08,0.159,22,1,14213,336,654,1
EvlModuleParallelContextAtoms,32,1Constraint,eclipseModel-all,3458808,205982,5.475,0.171,41,4,30806,530,1382,5
EvlModuleParallelContextAtoms,32,findbugs,eclipseModel-0.5,95755,8879,4.899,0.153,1490,731,4075,76,1053,434
EvlModuleParallelContextAtoms,32,findbugs,eclipseModel-2.0,1086282,48832,5.324,0.166,132,62,14445,192,654,2
EvlModuleParallelContextAtoms,32,findbugs,eclipseModel-3.0,1719911,71541,5.382,0.168,159,3,23846,646,1083,3
EvlModuleParallelContextAtoms,32,findbugs,eclipseModel-all,3419042,120611,,,662,1,30380,759,1388,1
EvlModuleParallelContextAtoms,32,manyConstraint1Context,eclipseModel-2.5,2643,146,4.572,0.143,6,4,17850,328,816,3
EvlModuleParallelContextAtoms,32,simple,eclipseModel-0.2,2142,117,1.912,0.06,3,5,2176,27,78,1
EvlModuleParallelContextAtoms,32,simple,eclipseModel-0.5,3118,238,2.201,0.069,1054,287,4045,82,1233,22
EvlModuleParallelContextAtoms,32,simple,eclipseModel-1.0,4749,245,3.115,0.097,47,21,7441,124,329,3
EvlModuleParallelContextAtoms,32,simple,eclipseModel-2.5,9593,405,3.643,0.114,129,53,17859,423,817,3
EvlModuleParallelContextAtoms,32,simple,eclipseModel-all,14606,763,3.823,0.119,208,84,29759,670,1388,4
EvlModuleParallelContextAtoms,4,isbn,dblp-all,112104,1928,2.928,0.732,4255,495,49857,774,7648,136
EvlModuleParallelContextAtoms,4,dangling,imdb-0.5,113008,14997,4.317,1.079,219,59,3012,44,846,24
EvlModuleParallelContextAtoms,4,dangling,imdb-2.0,2526550,388166,4.044,1.011,3336,1622,14934,160,2340,128
EvlModuleParallelContextAtoms,4,1Constraint,eclipseModel-0.5,220100,33679,1.824,0.456,220,112,3970,51,1254,27
EvlModuleParallelContextAtoms,4,findbugs,eclipseModel-0.5,223062,19515,2.103,0.526,954,247,4052,70,1245,13
EvlModuleParallelContextAtoms,4,findbugs,eclipseModel-2.0,2595642,128098,2.228,0.557,122,45,14344,290,655,2
EvlModuleParallelContextAtoms,4,simple,eclipseModel-0.5,3519,78,1.95,0.487,221,62,4005,58,1245,18
EvlModuleParallelContextAtoms,8,isbn,dblp-all,72998,2017,4.496,0.562,3933,447,50118,1007,7667,187
EvlModuleParallelContextAtoms,8,dangling,imdb-0.5,57900,6213,8.426,1.053,260,73,3060,45,843,29
EvlModuleParallelContextAtoms,8,dangling,imdb-2.0,1358233,249964,7.522,0.94,2357,1900,14841,159,2308,102
EvlModuleParallelContextAtoms,8,1Constraint,eclipseModel-0.5,147239,13747,2.727,0.341,327,151,3995,76,1254,28
EvlModuleParallelContextAtoms,8,findbugs,eclipseModel-0.5,151107,13479,3.105,0.388,966,635,4013,25,1260,20
EvlModuleParallelContextAtoms,8,findbugs,eclipseModel-2.0,1773178,90577,3.261,0.408,123,45,14448,344,654,2
EvlModuleParallelContextAtoms,8,simple,eclipseModel-0.5,2656,58,2.584,0.323,408,86,4039,78,1242,28
EvlModuleParallelElements,16,isbn,dblp-all,63120,2755,5.2,0.325,4099,434,49406,651,7472,221
EvlModuleParallelElements,16,dangling,imdb-0.5,33601,4811,14.519,0.907,343,83,3024,25,855,30
EvlModuleParallelElements,16,1Constraint,eclipseModel-0.5,108736,7654,3.692,0.231,856,503,3995,68,1269,31
EvlModuleParallelElements,16,findbugs,eclipseModel-0.2,67023,106169,0.82,0.051,33,6,2177,77,88,1
EvlModuleParallelElements,16,findbugs,eclipseModel-0.5,112029,6768,4.188,0.262,1394,1164,3961,39,1238,18
EvlModuleParallelElements,16,findbugs,eclipseModel-2.0,1298713,72143,4.453,0.278,87,3,14501,226,654,3
EvlModuleParallelElements,16,findbugs,eclipseModel-3.0,2328022,143205,3.976,0.248,2215,1131,22154,649,5089,53
EvlModuleParallelElements,16,simple,eclipseModel-0.5,2585,81,2.655,0.166,389,77,3995,39,1236,25
EvlModuleParallelElements,1,isbn,dblp-all,347602,5850,0.944,0.944,3997,368,49061,545,7601,202
EvlModuleParallelElements,1,dangling,imdb-0.5,487615,72431,1.0,1.0,184,64,3023,18,835,31
EvlModuleParallelElements,1,1Constraint,eclipseModel-0.5,411345,9003,0.976,0.976,189,61,3996,54,1245,27
EvlModuleParallelElements,1,findbugs,eclipseModel-0.2,60669,2413,0.906,0.906,38,21,2034,132,79,5
EvlModuleParallelElements,1,findbugs,eclipseModel-0.5,429175,15566,1.093,1.093,858,725,4032,113,1079,426
EvlModuleParallelElements,1,findbugs,eclipseModel-1.0,1642740,,1.509,1.509,38,,7485,,329,
EvlModuleParallelElements,1,findbugs,eclipseModel-2.0,6204312,241355,0.932,0.932,87,2,14491,260,654,1
EvlModuleParallelElements,1,findbugs,eclipseModel-3.0,9287420,405506,0.997,0.997,5441,1553,22136,340,5137,68
EvlModuleParallelElements,1,findbugs,eclipseModel-all,30501602,14298094,,,568,9,30066,15,1384,8
EvlModuleParallelElements,1,simple,eclipseModel-0.5,8002,109,0.858,0.858,1325,1962,4050,92,1250,31
EvlModuleParallelElements,1,simple,eclipseModel-3.0,45903,1415,0.932,0.932,93,4,23609,319,1084,3
EvlModuleParallelElements,2,isbn,dblp-all,202211,5954,1.623,0.811,3898,400,49676,631,7581,217
EvlModuleParallelElements,2,dangling,imdb-0.5,218439,28236,2.233,1.117,197,56,3013,35,849,24
EvlModuleParallelElements,2,1Constraint,eclipseModel-0.5,299824,19124,1.339,0.669,197,87,3939,61,1232,12
EvlModuleParallelElements,2,findbugs,eclipseModel-0.2,44148,,1.245,0.623,51,,2000,,89,
EvlModuleParallelElements,2,findbugs,eclipseModel-0.5,312341,46936,1.502,0.751,791,410,3982,67,1238,22
EvlModuleParallelElements,2,findbugs,eclipseModel-2.0,3884904,141838,1.489,0.745,87,4,14321,261,655,3
EvlModuleParallelElements,2,findbugs,eclipseModel-3.0,6687856,783874,1.384,0.692,5437,1996,21777,522,5119,19
EvlModuleParallelElements,2,simple,eclipseModel-0.5,5050,107,1.359,0.679,62,33,3999,70,1223,23
EvlModuleParallelElements,32,isbn,dblp-all,83433,25985,3.934,0.123,2312,863,51932,2020,4709,1359
EvlModuleParallelElements,32,dangling,imdb-0.5,29874,7053,16.33,0.51,385,101,3059,34,857,32
EvlModuleParallelElements,32,1Constraint,eclipseModel-0.5,93804,6123,4.28,0.134,666,323,3998,90,1242,21
EvlModuleParallelElements,32,1Constraint,eclipseModel-2.0,1108683,56510,5.126,0.16,19,3,14564,294,656,3
EvlModuleParallelElements,32,1Constraint,eclipseModel-all,3703206,192061,5.113,0.16,35,4,30588,641,1385,4
EvlModuleParallelElements,32,findbugs,eclipseModel-0.1,16315,22318,1.298,0.041,20,3,,,,
EvlModuleParallelElements,32,findbugs,eclipseModel-0.2,21491,26154,2.558,0.08,22,4,2187,44,78,3
EvlModuleParallelElements,32,findbugs,eclipseModel-0.5,95355,10413,4.92,0.154,925,876,4068,101,994,471
EvlModuleParallelElements,32,findbugs,eclipseModel-1.0,354701,119692,6.987,0.218,34,9,7284,294,326,1
EvlModuleParallelElements,32,findbugs,eclipseModel-1.5,594846,37627,8.591,0.268,230,4,,,,
EvlModuleParallelElements,32,findbugs,eclipseModel-2.0,1018394,80255,5.679,0.177,105,61,14488,321,655,2
EvlModuleParallelElements,32,findbugs,eclipseModel-2.5,2015114,79482,7.759,0.242,398,2,,,,
EvlModuleParallelElements,32,findbugs,eclipseModel-3.0,1759968,299532,5.26,0.164,1112,1707,23499,837,1743,1545
EvlModuleParallelElements,32,findbugs,eclipseModel-4.0,2662679,174902,8.572,0.268,557,1,,,,
EvlModuleParallelElements,32,findbugs,eclipseModel-all,3650265,198676,,,601,6,30471,70,1384,5
EvlModuleParallelElements,32,manyConstraint1Context,eclipseModel-2.5,2640,203,4.578,0.143,5,3,17848,228,816,3
EvlModuleParallelElements,32,simple,eclipseModel-0.1,1308,43,2.148,0.067,18,1,,,,
EvlModuleParallelElements,32,simple,eclipseModel-0.2,1997,119,2.051,0.064,0,1,2186,28,77,2
EvlModuleParallelElements,32,simple,eclipseModel-0.5,3222,185,2.13,0.067,795,218,4048,84,1234,21
EvlModuleParallelElements,32,simple,eclipseModel-1.0,4604,151,3.213,0.1,30,2,7433,166,328,2
EvlModuleParallelElements,32,simple,eclipseModel-1.5,6542,,4.472,0.14,203,,,,,
EvlModuleParallelElements,32,simple,eclipseModel-2.0,8637,854,4.485,0.14,281,2,,,,
EvlModuleParallelElements,32,simple,eclipseModel-2.5,9648,249,3.622,0.113,82,3,17734,257,817,3
EvlModuleParallelElements,32,simple,eclipseModel-4.0,14308,812,4.297,0.134,512,3,,,,
EvlModuleParallelElements,32,simple,eclipseModel-all,14646,461,3.813,0.119,132,5,29542,548,1387,4
EvlModuleParallelElements,4,isbn,dblp-all,126560,2036,2.593,0.648,3815,309,48888,1047,7691,193
EvlModuleParallelElements,4,dangling,imdb-0.5,117014,19885,4.169,1.042,211,52,3052,68,843,29
EvlModuleParallelElements,4,1Constraint,eclipseModel-0.5,222260,22543,1.806,0.452,227,97,3970,32,1250,22
EvlModuleParallelElements,4,findbugs,eclipseModel-0.2,46206,22254,1.19,0.297,48,5,2032,44,78,5
EvlModuleParallelElements,4,findbugs,eclipseModel-0.5,228994,36568,2.049,0.512,1320,641,3951,37,1244,14
EvlModuleParallelElements,4,findbugs,eclipseModel-2.0,2602103,122343,2.222,0.555,87,2,14422,241,654,2
EvlModuleParallelElements,4,findbugs,eclipseModel-3.0,4783562,1085070,1.935,0.484,1030,468,22089,562,5108,115
EvlModuleParallelElements,4,simple,eclipseModel-0.5,3476,51,1.974,0.493,151,39,4010,38,1234,20
EvlModuleParallelElements,64,findbugs,eclipseModel-0.2,189135,289898,0.291,0.005,38,17,2215,41,80,7
EvlModuleParallelElements,8,isbn,dblp-all,85235,2512,3.85,0.481,3754,468,49874,928,7608,42
EvlModuleParallelElements,8,dangling,imdb-0.5,63599,10255,7.671,0.959,272,65,3029,31,846,24
EvlModuleParallelElements,8,1Constraint,eclipseModel-0.5,148822,8201,2.698,0.337,330,243,4010,79,1238,25
EvlModuleParallelElements,8,findbugs,eclipseModel-0.5,144664,6095,3.243,0.405,1868,255,4019,50,1242,21
EvlModuleParallelElements,8,findbugs,eclipseModel-2.0,1744014,118047,3.316,0.414,87,3,14441,275,654,2
EvlModuleParallelElements,8,findbugs,eclipseModel-3.0,3210668,539501,2.883,0.36,1494,493,21878,462,5075,133
EvlModuleParallelElements,8,simple,eclipseModel-0.5,2679,123,2.562,0.32,221,53,4023,28,1236,25
EvlModule,1,isbn,dblp-all,328197,9447,1.0,1.0,2195,552,52555,2439,4632,1273
EvlModule,1,dangling,imdb-0.5,487856,72435,1.0,1.0,270,598,3060,46,842,23
EvlModule,1,dangling,imdb-2.0,10216145,47139,1.0,1.0,3538,172,14924,136,2354,118
EvlModule,1,1Constraint,eclipseModel-0.5,401468,8378,1.0,1.0,103,53,4007,40,1240,17
EvlModule,1,1Constraint,eclipseModel-2.0,5682678,154766,1.0,1.0,25,1,14502,239,654,1
EvlModule,1,1Constraint,eclipseModel-all,18935368,348850,1.0,1.0,41,5,29895,319,1382,6
EvlModule,1,findbugs,eclipseModel-0.1,21180,777,1.0,1.0,17,1,,,,
EvlModule,1,findbugs,eclipseModel-0.2,54973,,1.0,1.0,26,,2184,,78,
EvlModule,1,findbugs,eclipseModel-0.5,469125,43989,1.0,1.0,588,362,4057,70,913,510
EvlModule,1,findbugs,eclipseModel-1.0,2478312,124982,1.0,1.0,152,3,,,,
EvlModule,1,findbugs,eclipseModel-1.5,5110216,507640,1.0,1.0,222,,,,,
EvlModule,1,findbugs,eclipseModel-2.0,5783026,329733,1.0,1.0,272,46,14380,106,703,66
EvlModule,1,findbugs,eclipseModel-2.5,15634349,891718,1.0,1.0,389,1,,,,
EvlModule,1,findbugs,eclipseModel-3.0,9257074,663332,1.0,1.0,1477,2133,23399,740,1868,1640
EvlModule,1,findbugs,eclipseModel-4.0,22823792,784768,1.0,1.0,545,2,,,,
EvlModule,1,manyConstraint1Context,eclipseModel-2.5,12085,676,1.0,1.0,9,4,17852,324,816,3
EvlModule,1,simple,eclipseModel-0.1,2809,180,1.0,1.0,16,1,,,,
EvlModule,1,simple,eclipseModel-0.2,4096,111,1.0,1.0,4,5,2227,45,78,2
EvlModule,1,simple,eclipseModel-0.5,6863,74,1.0,1.0,1284,947,4008,58,1222,32
EvlModule,1,simple,eclipseModel-1.0,14794,421,1.0,1.0,44,44,7596,198,328,2
EvlModule,1,simple,eclipseModel-1.5,29255,,1.0,1.0,199,,,,,
EvlModule,1,simple,eclipseModel-2.0,38741,2310,1.0,1.0,274,2,,,,
EvlModule,1,simple,eclipseModel-2.5,34949,1187,1.0,1.0,104,67,18136,556,822,26
EvlModule,1,simple,eclipseModel-3.0,42799,1140,1.0,1.0,118,80,24185,622,1091,38
EvlModule,1,simple,eclipseModel-4.0,61482,4986,1.0,1.0,505,2,,,,
EvlModule,1,simple,eclipseModel-all,55846,2047,1.0,1.0,160,98,30388,752,1396,44
EvlModule,1,live,darkd0,367764,,1.0,1.0,5378,,21884,,,
JavaQueryParallel_imdb,1,atLeastN,imdb-all,5233314,49656,,,5312,2777,28960,463,4254,330
JavaQueryParallel_imdb,1,filter,imdb-all,26712,591,,,297,4,,,,
JavaQueryParallel_imdb,1,selectOne,imdb-all,9105,566,,,4578,462,28753,425,4266,172
JavaQueryParallel_imdb,1,select,imdb-all,26150,1599,,,3144,284,28695,360,4148,155
JavaQuery_imdb,1,atLeastN,imdb-all,36776010,397612,,,3244,514,29029,323,4234,191
JavaQuery_imdb,1,filter,imdb-all,241708,2613,,,301,5,,,,
JavaQuery_imdb,1,selectOne,imdb-all,80428,768,,,3562,191,28865,488,4160,175
JavaQuery_imdb,1,select,imdb-all,218038,2540,,,4215,1869,28913,419,4161,155
